,id,SubhaloHalfmassRad_xyTotal,SubhaloHalfmassRad_xzTotal,SubhaloHalfmassRad_yzTotal,SubhaloVelDispReProjectedStellarTotal,SubhaloVelDisp3D_Stellar_Re_Total,SubhaloVelDisp3D_Stellar_Total,SubhaloVelDisp3D_Gas_Total,SubhaloVelDisp3D_DM_Total
0,17185,75.74559565,62.99768021,56.65337219,364.5714445,622.5653507,611.8712082,232.8777543,843.8746513
1,31342,46.43699701,46.42912067,37.63983435,380.5117754,651.1110346,622.6907096,514.3927334,994.7244276
2,41582,15.16888538,16.3064576,13.60239999,330.9825216,563.1368171,585.4431756,547.1418075,983.2335425
3,52618,28.52145184,27.59005635,21.95193401,309.2177321,529.3157217,525.7448257,399.9746208,810.1798596
4,60731,25.28790991,23.87214037,24.84166273,351.8159995,602.0614246,601.1863459,199.8537554,848.0730065
5,69507,24.61941717,25.0515957,24.14215196,360.1445507,614.4089267,613.1935652,272.5690857,956.0223584
6,76086,19.37321061,19.43547005,14.51352904,288.6059754,492.277214,496.7061996,235.8490589,787.7530206
7,83280,24.39515809,24.87674741,26.07052023,380.7005321,651.6865611,642.978998,175.7087631,973.143498
8,88663,23.01430116,26.57179866,23.52405252,347.7738717,594.2076715,593.3788321,194.2689194,923.7759185
9,96500,28.94447992,27.83612263,22.50945118,354.6435649,599.4535868,594.7075591,286.9375328,917.6064011
10,102683,16.57109207,16.00847632,21.15165423,335.1986099,576.5962169,578.9272529,339.1341235,862.5325301
11,108012,15.52732671,12.64293418,15.88688349,244.6809835,418.5707217,422.5913766,437.4060656,631.6557293
12,114388,12.38995878,10.94946388,10.38080561,279.4967103,483.9797235,479.3895406,481.8305991,651.9039876
13,118679,14.13723292,14.29269008,14.3359383,342.0137206,588.1539992,592.6539819,260.1528466,849.8352002
14,121863,13.17462359,12.72515355,13.73640527,336.7700421,575.8637755,582.0934701,307.5794505,810.3741555
15,125027,13.0185455,13.03627199,13.24985887,273.612912,471.1285892,469.3525692,433.706897,660.9953832
16,128393,22.75535116,25.4123661,18.73167711,303.2496141,518.6062283,518.2122509,200.2272959,778.1074207
17,131047,20.33223487,19.67952489,20.6000845,235.6021657,403.7464264,404.3690162,254.1106399,584.9015482
18,134847,34.75442326,30.76918573,35.99160623,215.5789741,363.8384086,351.9689433,419.909971,627.2236731
19,137885,23.24873913,21.9015771,25.5869317,236.0185098,404.9666505,404.5083521,400.4122146,627.0322558
20,140721,17.29257189,15.49331241,16.65867433,266.5558824,456.3327367,456.9156565,329.2701078,658.9564626
21,143884,15.73309997,18.68739515,18.30019672,311.8334881,534.7563612,539.9045859,498.5935008,814.6949605
22,146176,14.86985627,12.62201422,14.19755989,252.1986045,430.0010362,433.190997,427.7365859,607.9708473
23,149169,32.42912894,25.43119123,36.94715394,259.4772041,436.3453023,424.0407213,466.3206588,654.4454492
24,152031,15.48285202,13.15151096,15.16279452,246.938095,422.8972073,430.1714294,386.3285392,645.655384
25,154493,12.19512204,14.38249201,15.23679197,287.6617096,492.1306765,492.8586704,210.6411223,717.864862
26,156809,12.41908468,11.36125336,13.05570873,300.9427584,514.2454164,515.6640532,346.7973066,752.8353014
27,158847,15.3658297,16.51813501,15.2917878,242.0267155,411.0357584,423.7730879,473.5453179,630.3430919
28,161162,17.65214679,21.32192092,22.48386348,244.4922802,414.3180342,416.6801618,483.6940476,619.8654695
29,163675,11.40017621,14.38693564,13.12211376,290.8847999,498.605685,499.5092243,276.6383396,744.0206623
30,165727,13.40409849,14.96044337,13.09996538,242.6234688,414.807529,421.1830998,396.73218,633.7630151
31,168390,23.51609339,26.21344826,17.39271503,254.8612206,436.267545,435.8852734,255.6267791,701.4990812
32,170540,11.79443119,11.21866822,10.26125822,256.9981601,441.0117205,437.794763,207.2256485,643.3395118
33,172649,10.09885311,10.23365972,9.892099409,226.0989956,386.5112916,387.4239824,191.2145687,559.6802424
34,175238,12.60470502,13.98451297,13.12459518,234.467527,401.8931117,405.4059402,394.9125233,599.2409597
35,177719,16.50641468,14.03684658,14.32068612,295.1343752,513.3812275,507.8272591,285.1518819,697.8993641
36,179886,9.655164855,12.03354442,11.30582519,243.0273887,416.8869572,417.7571523,426.9737291,617.1270652
37,181983,6.894522634,7.699638513,6.609318789,195.5308859,342.2935731,345.0373491,349.6946655,478.7837706
38,184828,28.83125584,47.82022401,40.05548132,255.748065,438.7272524,407.8862954,440.483269,593.2678583
39,186927,11.62747669,12.2741407,14.88711694,282.2453946,483.3178914,487.8275608,465.3845212,716.2047266
40,188859,9.614673648,10.61992328,9.650888426,273.5794567,481.6972716,486.5992907,489.5959136,676.6329672
41,191079,18.00267786,18.64412541,13.9014932,224.1909759,369.9567716,377.3113299,328.891948,563.6667341
42,192898,7.384518832,7.658278209,7.691582668,199.6672052,344.5543572,339.7844601,337.9136521,487.7358853
43,194946,7.53215855,6.988889141,7.447248558,213.4786058,367.8392965,367.3812812,374.3819363,490.7111977
44,197108,9.82792061,10.1933573,9.669327192,209.3235426,357.1839939,356.8762685,321.9534311,525.4978482
45,199321,17.94500787,12.68032698,18.00334897,260.8159022,449.0259284,455.0909033,176.5916627,724.0097347
46,200803,11.6846601,11.57006425,13.24603503,210.051817,359.3416473,359.6707927,230.1988118,561.95155
47,202634,12.39671037,11.52757787,11.84106182,231.5456505,394.4282492,401.1051983,247.8656521,632.2505441
48,204234,12.50516172,9.993894784,12.57112126,233.9060426,400.0819926,405.2350787,362.0513406,641.1548465
49,206226,18.46596671,18.77432075,16.82859196,275.6238493,471.1969804,470.620412,328.2643494,682.1648396
50,207473,6.734212951,6.51917176,8.279332352,268.0954163,466.3017477,471.9308046,440.0422142,718.4760701
51,208781,9.382616388,9.652803284,7.937906369,226.269807,387.7055427,380.8363112,379.6861758,502.0250557
52,210763,10.92983586,9.528085284,8.555010714,149.5594626,258.884214,258.646488,277.9631299,407.1573215
53,212836,13.05900423,11.2619549,13.43538284,229.5212357,394.8873295,388.3710981,264.0835788,548.835975
54,214452,13.12514677,11.79772697,13.42205006,220.3988009,377.3331725,383.0557352,517.6450035,584.5577366
55,216016,10.66470728,12.37697898,11.47898687,252.8626128,432.3452138,443.1972291,322.7287813,628.7964727
56,217485,13.35269025,15.14169666,14.17331364,226.4020639,388.9896212,392.3046405,352.3088347,547.9256261
57,219032,14.27449097,14.65580414,11.96664177,234.5853521,406.4744763,402.9315926,342.460887,557.435399
58,220557,14.28803409,12.55342562,15.77854107,154.5981913,263.7560569,265.2668471,328.3008858,450.9739162
59,222267,10.10067283,10.53674967,10.72181829,204.401918,350.6081093,353.4771044,416.3514124,544.8646933
60,223896,18.89585567,19.0265124,19.99462131,199.0209623,337.8244173,342.8798221,359.52749,555.237132
61,225155,14.20783667,12.28293958,14.44541811,249.5626605,428.3797726,425.5924396,392.8127834,598.4233668
62,226194,16.8758622,18.87646955,18.97463041,230.7884513,392.0038909,397.0767146,406.21174,601.9394502
63,227574,13.5132139,14.2612855,10.78774937,270.5522841,463.5684464,464.7325021,457.0663235,668.0147741
64,228680,9.073702083,10.59727504,7.613257092,254.4975663,439.2380365,408.2335168,378.5757827,477.6812781
65,230235,10.56127368,8.418085605,9.234890523,246.45747,432.1635566,437.2129352,441.657219,605.0865694
66,231706,5.422489348,5.864093683,6.389744194,205.7940549,361.0725277,349.6685698,353.6009294,431.4849069
67,233214,7.176807716,7.561714423,9.430318969,183.2014627,325.3990213,327.3038736,352.9057371,469.8884315
68,234514,13.18474439,12.88322379,11.50622267,223.6432149,381.9100324,382.7080163,226.6800305,571.801177
69,235692,9.221877452,8.097507507,8.734756106,284.4662579,488.3552305,476.7056723,445.9814118,613.5362587
70,236756,11.94297659,11.10981803,9.921484404,209.8971243,357.6237996,354.9681172,205.4013462,515.2754285
71,237941,8.427692864,6.646087889,7.731165076,199.2651929,342.9398625,342.8673745,357.9583263,484.5997528
72,239245,14.39795777,16.33193604,13.91055455,216.7107643,366.6188014,370.3552972,308.0996961,570.2284144
73,239993,10.64772499,10.72984955,9.902112968,195.9532586,332.8220358,336.6292123,312.4590367,492.8666898
74,241153,3.782628472,3.962175235,3.162362593,248.9911936,428.0330377,413.7540153,268.2942331,539.6152174
75,242214,8.877153335,8.745652776,7.978450016,243.7410303,417.4569017,404.5258462,302.3498053,547.2467895
76,243186,8.659932934,7.83165212,7.737451588,165.1776603,283.0548791,280.1346784,284.3710335,394.9508068
77,244318,9.235598084,10.47552274,11.30155443,204.9055144,355.6716825,386.0713265,433.8196253,595.3593737
78,245134,6.67133735,7.870072824,6.1563642,208.5902984,356.9292271,345.4892862,308.3684793,480.6520322
79,246232,8.67222249,7.822201686,9.49076939,195.9372297,336.9742768,331.6759793,271.3745993,448.5825903
80,247348,9.360799471,9.67758114,10.07539897,242.2366464,413.9191889,411.9115243,368.137004,569.2189907
81,248157,14.19902639,10.38413093,11.62455206,195.661378,342.2979985,346.9046643,336.7353507,497.9514462
82,249164,6.053560994,6.428280919,4.907879582,171.9030304,295.9119736,293.6885794,311.9116001,412.841592
83,250390,14.2057159,12.46694637,14.67630926,189.3911727,323.5688541,332.1619919,260.1756011,494.9061864
84,251299,14.13462617,11.75520899,15.02617041,191.1176846,330.3918235,331.5932653,343.1154818,469.8029815
85,252245,7.69181286,7.707532898,8.870471986,219.6229626,382.5350775,380.3666189,417.1886554,523.4582414
86,252995,2.316227557,2.282543425,1.802697096,178.4189358,308.3992806,306.9332405,318.8785922,424.1535499
87,254112,12.06698378,10.99313209,11.76737423,195.9707993,333.9590678,341.4506737,365.3362403,509.5839196
88,254925,12.99254169,10.74546842,12.94625859,210.7446367,360.7210349,363.1325712,367.8597779,546.4031891
89,255614,7.197674169,7.468151792,8.183040351,188.45584,331.5625333,340.4802416,328.0455456,484.2839092
90,256507,8.468845848,8.989247378,11.26850988,213.9747894,374.7197303,379.3832255,396.8326427,520.1763805
91,257302,9.152007079,10.18800133,9.314665187,210.3150394,361.4310187,358.8945272,365.2796637,517.0290751
92,258263,11.06703668,9.98769202,10.68363046,173.3536821,296.3206244,296.6358317,286.2994041,441.5643791
93,259114,5.077781381,5.638776383,5.579626171,172.5663723,295.7235246,299.6213998,398.0046071,475.0505591
94,260014,6.534316589,7.951461569,6.892442678,215.6219857,373.8260808,367.9598744,394.9205209,519.2372688
95,260862,5.997640244,6.719250916,6.522285533,158.3148161,271.7729978,269.8410105,298.8896222,387.9796855
96,261959,10.86095233,9.343179646,10.47132476,202.2086916,345.685157,343.7243376,318.5347274,477.1848555
97,262659,20.40308525,12.57390835,19.39624662,157.8608544,269.8993474,271.8308429,251.5447065,421.697102
98,263557,1.115050732,1.4871042,1.383267992,157.8525401,272.8831021,272.6159868,260.4682947,373.7993833
99,264412,11.57266526,13.02249274,10.99590619,160.7956804,274.9644509,279.2949775,284.8180615,383.1966632
100,265267,8.59206385,9.311842679,9.804961115,211.8760131,367.2041075,365.8245867,384.2601094,520.1869558
101,265926,7.645218203,6.9593904,6.032324068,206.9225416,353.9995368,347.8747404,260.3369519,500.3644791
102,266559,6.081527593,5.982914914,7.656569549,175.5642209,306.0140966,304.7941302,315.4585961,419.3890878
103,267323,12.56744312,11.69343644,11.26806716,226.9205865,389.0089188,384.0390296,347.2678223,506.5817401
104,268295,8.8920022,9.923067331,10.65650991,219.9114971,377.7017473,378.1489846,371.7965945,560.5906197
105,268908,11.56391873,9.922652156,9.59845018,208.437613,358.9185796,366.0114637,372.4217357,566.2966892
106,269440,9.062372016,8.382168907,7.635483947,216.740122,370.5732628,370.1338924,318.0169525,522.9610938
107,270079,8.963794373,10.06425854,9.925382926,177.2802979,303.6078512,302.0175362,276.7071253,439.2914298
108,270963,6.720980772,8.229598178,6.146339913,163.7136549,288.7930261,292.2179361,321.9267659,406.4551357
109,271729,9.768367423,9.179991932,7.942623712,204.9869926,360.5587903,362.6916629,374.2395813,511.24241
110,272322,4.180988594,4.339575239,4.245004038,175.7296083,302.2876493,302.4972638,338.4319783,436.8794966
111,273141,7.10782331,5.588686698,6.267325653,189.2519905,324.9785411,313.9839278,285.7872627,428.5769397
112,273994,7.2902027,7.88774903,7.48465373,173.1472962,299.128516,299.5532533,312.4368187,415.3402085
113,274790,8.275767928,10.39733381,10.70546128,223.000828,382.6268871,376.9821245,353.8220433,513.7206655
114,275531,9.393784086,10.30771842,9.015515648,167.4679982,284.3505012,304.5072507,296.1794032,446.7113732
115,276219,10.56350833,9.851212089,11.81680043,163.7003153,284.5886119,283.0139334,309.77257,433.8046615
116,277020,6.354113668,6.767959244,7.367394784,188.6616565,327.499968,330.371979,295.5132424,481.5668407
117,277687,8.642627408,9.024949866,9.684946049,233.3413651,399.4952386,395.3300464,427.2209274,538.3989393
118,278302,6.16063326,5.407094865,6.618926676,204.3367977,350.4420048,337.0030793,358.0732297,454.09278
119,278854,3.319184209,3.26111173,3.902027512,202.3588118,347.4920093,340.5176566,286.5298706,466.6300232
120,279707,9.18744618,7.870193751,8.826241521,175.6734222,302.2998608,308.3313136,437.1077643,474.099397
121,280454,11.53556451,11.35148767,9.670693028,206.8429853,353.3900942,352.6224185,218.9482044,510.3115966
122,281072,9.595417542,8.503722344,8.302666915,214.73691,368.0757433,367.8696413,415.31943,541.2260624
123,281700,5.060644987,4.684028107,5.498473479,189.3600562,321.2910692,334.4251197,328.7865842,455.8394138
124,282377,8.69282367,8.526187881,8.808129517,187.3258262,326.3196081,326.1007482,310.8538717,448.7580433
125,283011,8.454211915,8.812799876,11.15408615,211.4229243,365.4668096,368.1075209,397.6858916,529.0429213
126,283637,7.946309725,8.679353103,6.70887572,210.9427026,360.6721201,354.9104227,382.6733224,499.8174231
127,284316,8.936857711,8.863907653,7.896920511,184.4126502,312.3183092,322.4588251,361.197674,481.3186427
128,284948,9.474230932,8.024934476,8.40923577,178.6368982,311.3782265,303.39738,323.9096443,398.8582317
129,285479,8.276613408,8.903027542,8.713852274,214.5004851,369.704113,363.0376993,400.9475239,513.3646483
130,286066,4.167633703,4.088905052,5.406163545,195.5104441,344.0436596,356.2168325,263.0673681,505.0195156
131,286695,5.024083142,4.454895556,5.146950734,186.1630959,319.5919394,307.7896591,320.9236254,418.5905696
132,287335,5.817154049,5.409960877,4.624033576,170.3714643,291.9851413,302.9781241,304.7053957,412.865095
133,288014,31.24626714,52.44153532,42.54529509,246.2369122,431.3902682,319.2349833,342.3967427,436.9617638
134,288743,6.905809679,8.185747736,7.436407159,197.2549634,340.8467382,336.869677,343.4110243,450.1563516
135,289426,8.45302103,9.687704421,8.255128511,186.1255348,322.5284619,318.7177774,341.4296249,444.5385538
136,289945,6.739962473,5.732804206,6.474639706,187.4642137,323.4954743,320.6311627,333.6115138,427.7620433
137,290643,7.240319877,8.023225847,7.783204989,193.0629124,331.5647149,328.4906348,313.5914665,462.7516188
138,291113,5.176336898,5.146158284,5.698661298,137.8085662,239.5245796,254.9582555,274.1916639,359.1205403
139,291888,8.597826291,8.286900767,8.401131129,198.7109876,342.3446609,342.5209257,363.450876,493.8496235
140,292355,6.029529389,5.527268127,5.958652397,182.3618776,311.2696765,303.6268106,352.8643688,416.9056827
141,292921,8.862992016,8.234301445,8.684763354,151.6876356,260.9730069,272.2489575,272.9413399,413.8437
142,293439,8.409622392,6.14923182,8.264574605,178.1927342,303.4094985,296.0424936,288.2242491,397.0430647
143,294047,7.467864306,8.621405797,6.546325726,164.6836592,286.8417598,289.4502181,303.7902197,422.8248273
144,294510,9.323300073,9.780859397,12.2593993,178.5641666,300.8680754,385.3271741,513.3199736,538.2209787
145,295077,5.335794449,5.219508636,5.637336607,202.0366243,346.6773857,336.1282435,191.0344826,473.5474576
146,295674,4.525652662,5.751424279,5.497240627,188.8952689,300.3274259,330.2010112,350.7665733,401.8962778
147,296302,9.098521628,8.93552161,8.626791829,195.6898587,338.6910907,324.8685385,344.4804419,432.3511711
148,296787,9.180015983,6.943236302,6.786926859,196.9913965,347.3503749,353.7988422,392.1893602,504.1171504
149,297210,8.572665962,8.315145805,8.683914932,174.9203669,296.6468942,303.2015002,316.9260617,461.3236589
150,297712,8.087829186,9.964750337,9.211389788,200.3803873,343.8710069,342.9057827,280.2223705,492.8556922
151,298206,7.501373817,6.090949721,7.000203232,157.6642067,274.4507468,280.35995,312.7437055,405.8352006
152,298892,5.219576383,5.597628337,6.208728357,176.5968897,300.9503098,316.1910392,347.0830754,465.3699386
153,299429,4.831490508,5.464803034,5.365715943,170.1317461,296.1400018,291.7505995,307.3854242,408.9731751
154,299935,8.04721811,8.342407658,7.639406865,185.4932019,316.0346083,324.1220314,368.283027,454.4005837
155,300568,3.290814415,3.569905316,3.462048569,146.9179687,252.4015666,252.1802536,260.6355207,336.9373423
156,301127,4.123884282,3.761559079,3.977464532,154.3822388,264.1423229,276.7048788,257.1048151,398.0542016
157,301746,6.245164513,6.324764261,5.790246299,193.8507819,333.6642611,325.6403467,349.2496285,448.2152654
158,302165,3.101468068,2.469576612,3.184637561,163.0418442,281.6684557,291.109917,317.3047452,393.5983089
159,302773,9.29561043,9.959632456,10.0474733,169.8351309,293.4490865,297.5425197,357.4967696,426.23364
160,303362,8.842485946,7.769703198,8.528926927,197.6725205,343.6884901,338.2994573,346.9231232,445.7195957
161,303710,7.19803558,9.330590318,7.541182744,170.4502941,302.3567819,306.7387954,359.9211807,435.5663546
162,304201,8.014653433,7.017233473,8.747151071,206.0709522,361.9941455,354.6586966,355.8285622,450.4857233
163,304726,8.17743512,9.22378036,9.001079397,188.3783431,325.9282437,325.3194476,299.4111334,462.9502701
164,305083,5.705742701,3.865960892,5.69617515,177.7675268,305.3740563,306.1198757,303.3063798,437.3941285
165,305653,7.465026078,6.243976939,8.608915079,168.4876414,290.1280771,281.5700575,269.8367165,375.30058
166,306058,8.608839288,9.231611299,7.778179004,189.2545697,331.5635896,347.7375741,445.5838203,503.2920785
167,306516,7.034956128,6.751214497,7.231998879,195.717365,340.1740757,332.2265877,301.2451125,436.8703505
168,306945,7.486028836,9.310464325,8.924754739,182.6107107,313.9632854,308.6720172,319.7100103,404.2867305
169,307438,5.662156347,5.199912759,5.287643938,186.8779976,320.1968844,323.5339281,333.8917063,454.393919
170,308060,4.923527047,5.446537654,4.400016786,151.1812418,260.7307124,258.8455068,284.5559845,366.4434654
171,308598,2.590882661,3.510421923,3.415953214,212.5908437,364.3629336,355.4034732,113.8911099,501.0646058
172,309045,6.771553807,5.878321392,5.827786537,203.2722645,350.0356075,345.4764725,345.5493105,450.7600208
173,309428,1.160049869,1.471046137,1.524254313,167.8380423,289.1590024,286.5286305,289.6619006,399.8852018
174,309951,5.986068049,4.824989451,6.840013347,179.7818137,309.0361771,307.8769813,110.4481631,436.9313785
175,310509,6.531716773,6.215053633,6.251205421,149.3168647,263.2001292,266.7128217,309.1182269,397.1245413
176,310985,2.682852493,3.038576912,2.76491448,222.8955885,390.8406988,383.9898724,212.1754805,474.5445895
177,311302,4.533794915,3.607730485,4.689714762,166.5576015,286.6919661,276.9265881,246.8830521,376.1380107
178,311882,6.416980526,6.255491886,7.177140358,180.7718912,316.0364105,310.8889906,298.2024176,397.725428
179,312412,1.242214977,1.394471725,1.084426566,217.3150194,375.6157412,357.3745816,138.7918743,445.2776273
180,312891,5.308883769,5.091520007,5.252617678,194.5080076,333.2276441,326.0170203,354.8792714,444.7738467
181,313402,5.634819719,5.50261394,6.557065659,150.1168752,262.8618647,263.0190906,294.3785449,337.5327395
182,313954,5.980205872,8.340994654,6.003111585,175.5218369,313.2167469,313.0935439,248.3137716,427.6824243
183,314365,7.995638423,8.644155967,7.586142911,183.9352912,321.9521929,320.9423816,342.3571277,418.468963
184,314770,10.78052772,8.468316747,8.402899388,168.6546967,293.9680356,298.3081556,280.7038855,421.8758618
185,315140,14.61540082,14.60879894,11.79614347,164.8213143,282.9950116,292.4897446,318.3130659,462.2231063
186,315519,6.161127897,5.696943859,4.873029245,160.8968617,275.0551042,282.6083406,176.4599667,439.374333
187,316029,3.144531718,3.091202095,3.113898755,197.7421496,339.5254861,346.6949309,311.6802622,484.862003
188,316354,8.685546777,8.786601499,8.434416015,153.1360901,263.769518,265.5944558,282.4291198,391.3791008
189,316855,7.387779204,7.20575615,5.644890278,182.2168599,311.9933529,309.265439,149.8668179,452.4507221
190,317311,4.254861808,3.744960943,3.752477136,196.2965974,335.3906265,330.6410287,211.5615114,471.9810108
191,317711,8.850797805,10.11284992,7.740784738,162.1459934,279.1356588,290.8419856,404.7858503,484.113606
192,318210,8.744895579,6.693109871,7.069846653,160.0423631,283.9784392,299.0307755,325.5719087,402.2688554
193,318633,3.526516358,3.087049869,3.452693662,187.6691117,324.9559921,335.3390418,387.8994918,477.5378599
194,319144,3.64457094,4.137081026,3.45981511,139.3653938,239.3757897,229.1186369,231.0454209,292.0613766
195,319643,6.033954161,6.526142893,8.253229453,177.8389992,310.79979,305.6875474,316.0777456,409.6124465
196,320012,9.050342483,9.706963193,10.39583774,171.0397564,292.4660234,296.9866983,291.221931,451.9851202
197,320433,7.719776535,7.566642747,6.734386615,212.1496159,364.9888397,356.551834,292.3001116,489.1075835
198,320734,4.150741907,3.54272337,4.074677445,167.3871207,287.6665444,275.8411055,237.5331633,358.376055
199,321204,1.381630289,1.169045876,1.619987376,248.3543922,428.7217472,410.1500358,390.4664307,500.7922205
200,321674,5.082399533,7.096281492,5.425171621,182.278074,321.231568,318.0677385,337.8146584,408.8861378
201,322160,7.944287638,7.549078514,9.44352392,178.5971731,307.269127,304.6717772,311.2807054,406.0380617
202,322581,2.82538135,3.524974753,3.687715269,153.7339718,263.0249355,251.9052913,235.2720787,322.8122057
203,322979,4.782887755,5.405168336,5.239288163,165.1584131,284.9914895,279.9049046,315.7959334,370.9907142
204,323455,8.480575519,7.957153678,7.055806331,178.6621519,307.1904924,310.2467798,311.1070931,432.033073
205,323851,4.307644297,4.270547214,3.670355176,211.0286004,364.6943741,357.5939835,361.0243445,473.0994229
206,324127,7.640799436,7.833625135,7.25588838,155.9871902,267.6927252,263.153366,282.5145715,359.4282163
207,324572,2.549200694,2.027199872,2.510074108,187.2389145,321.0029679,315.6753761,267.8044408,445.9326678
208,324997,4.220444654,3.945092614,4.396600272,178.1938548,305.0465255,302.9371397,314.123882,422.6951493
209,325335,2.430296327,1.795820866,2.570085408,166.2190948,285.0137704,278.4629208,254.7181425,359.1318274
210,325808,4.979259318,6.365258879,6.341244709,146.1570898,258.5856368,255.2880294,258.6159688,323.479214
211,326217,4.849306918,4.438720836,4.714522538,143.7568454,252.7306193,245.6780635,244.7357044,298.0395436
212,326652,5.691045378,4.282610396,4.479752336,163.9200333,287.7962601,297.5937798,306.8991428,431.6162101
213,327112,9.296836224,8.115567358,8.407265638,187.4860381,321.8776753,315.1216509,334.3790749,414.5521
214,327405,7.947820329,7.423758512,9.166729792,160.812665,280.6502812,285.2254567,321.2948476,395.7946963
215,327822,6.805636152,5.600146449,6.426632956,119.6862016,212.6793038,225.6947571,246.9885763,305.7148435
216,328251,2.499364361,2.195974594,2.412999227,137.5608019,240.2880014,233.949143,244.6182057,285.698108
217,328677,3.172206078,3.50321788,3.085911133,144.394647,251.3562496,244.0504268,259.1014529,308.1065386
218,329105,6.38800794,6.118961845,5.443529419,177.5292,305.1094271,296.283416,341.0890359,413.1549103
219,329515,5.65301883,5.049744319,5.486810606,177.9609876,307.7588797,308.2700185,329.3836411,416.693745
220,329849,6.516551153,5.353858999,6.351966812,155.3971225,266.7724946,258.7719896,333.4051018,347.0588476
221,330208,6.9331406,7.267592679,5.396709016,175.1467226,299.8669068,295.7115812,320.6658118,403.9206285
222,330553,7.663496536,7.540586014,7.056911882,160.3062832,274.9642587,277.7689799,277.0467959,419.8640267
223,330955,7.804596983,6.957879027,8.352486027,178.8645951,311.1517651,312.2824276,333.5824648,420.249514
224,331293,6.580506911,6.277848356,6.321820963,189.186285,325.6613925,311.9905303,317.1735332,397.5588093
225,331701,3.376442631,4.519307462,3.465094844,171.1767607,294.9442045,287.0386839,304.6013291,397.803389
226,332068,4.446698083,3.75532675,3.632356827,134.8820177,237.2804123,235.0650021,225.3454091,303.1464195
227,332389,3.811150056,4.390331183,4.367833474,164.6309174,288.592948,284.3797163,193.5343349,356.3362209
228,332812,4.839590804,4.80405079,3.797207923,143.5323782,245.3908332,251.0209236,181.8109597,387.6113287
229,333258,7.519519866,8.108852524,7.298798291,147.9308495,249.3760516,281.1532942,324.8183002,365.6921157
230,333672,7.041325795,6.380469561,5.017565401,136.0397194,242.0616281,256.6096375,249.4870733,387.9463447
231,334028,6.608032458,6.531447471,6.318615892,179.7707818,296.952186,335.0998264,359.2373253,421.2885983
232,334350,8.231048834,11.40693267,12.33862105,223.2572041,381.3880527,410.9528845,374.4961339,473.5574792
233,334727,7.820563925,6.340050145,5.930864774,178.6852585,307.1670159,302.1911356,316.1551965,414.8506734
234,335078,7.004234782,7.233810775,6.800750452,187.4122838,321.7568138,308.9178188,333.363835,410.6783202
235,335486,3.985166686,4.435482283,4.444784365,149.7003918,259.7544371,253.274929,182.0193154,337.8511511
236,335927,8.700945493,9.530095997,8.398177173,181.6758021,313.0949431,303.1165143,383.9707372,383.3586219
237,336276,10.2951092,8.059141318,8.828736397,172.2778207,304.9127439,310.7724882,329.2564225,410.9357759
238,336516,3.964898487,4.249007424,4.690450454,166.114273,286.6391304,287.9991039,345.4579188,438.4196829
239,336796,6.974201472,6.868728686,5.684339007,180.6718381,310.2687324,302.90024,296.7093623,401.515899
240,337048,6.726107643,7.02282141,5.584334724,150.5274192,257.7628051,256.7453211,290.7827865,379.7024523
241,337444,3.512403475,3.423272194,2.800318136,168.840946,289.9858868,281.8307728,300.2583937,370.8588262
242,337843,2.800791421,2.711657913,2.414206799,141.7378912,248.3242799,246.4521315,226.6892886,310.7483411
243,338148,6.313623401,5.869943059,6.391295567,160.669607,276.2148395,271.9232665,290.750476,384.9625646
244,338458,9.404238344,8.006028987,7.899571951,173.8224053,298.4131549,290.7059999,275.3715774,390.6060111
245,338817,5.017362227,3.537676539,3.605602128,134.500288,238.0803551,235.4936778,265.7982706,333.5809209
246,339181,7.706762026,7.172801729,7.035551246,180.269482,315.4471581,314.2866074,333.1896355,398.6677802
247,339547,6.702764887,7.30166929,7.797829077,153.197736,265.6277678,255.2381832,318.3088101,350.9658787
248,339862,7.875537007,6.755374941,10.12196964,178.3896828,314.7632364,320.892113,320.3528451,427.2832775
249,340106,5.723787853,5.317315179,5.289437235,172.8751028,298.4138842,298.4210218,321.1789151,416.7298577
250,340355,4.320453908,4.244756768,4.276444541,183.8374222,318.2121328,317.4499993,343.9862327,422.7094909
251,340585,3.685319373,2.488630493,3.50132928,157.5173928,270.5565442,263.0056035,214.6241347,388.8657452
252,340976,3.668894548,3.901797972,4.067908048,137.871853,242.0398104,236.1926141,236.5716929,301.8239615
253,341356,5.993518774,7.018070873,7.236915475,171.5444597,298.8693688,294.5061719,276.0020734,384.0228574
254,341683,6.21089307,5.721767078,5.731728912,127.2308165,218.8672281,223.6626542,249.9951248,306.3194726
255,342047,6.524403307,5.907534165,6.653511221,157.6748352,271.0843444,275.4124699,251.6858609,369.2267202
256,342343,6.462505524,7.780146885,6.08251248,173.6702789,301.2142155,293.4445493,303.9636044,381.0996268
257,342689,6.211334436,4.914910966,5.152089063,151.2084758,266.7345273,267.1583978,278.2947767,351.5035494
258,343039,6.611458398,5.891306691,5.564797659,161.8254614,275.4867936,276.6710055,232.3944601,398.3609099
259,343429,8.347631265,7.945294373,9.815995287,180.0601062,315.9984867,315.0737777,335.4825806,412.5453876
260,343638,4.930093873,3.848638803,5.216163608,154.6129268,265.5142883,250.7036292,251.8450192,328.4134626
261,343988,2.038380423,2.560985511,2.767857042,136.5346441,237.8774999,248.9853577,280.2920603,360.3361818
262,344300,3.794740596,4.723295195,4.53620726,163.7728871,285.4897691,284.9907093,287.7079743,368.7672181
