catid,ra_obj,dec_obj,ra_ifu,dec_ifu,r_petro,r_auto,z_tonry,z_spec,m_r,r_e,mu_within_1re,mu_1re,mu_2re,ellip,pa,mstar,g_i,a_g,surv_sami,bad_class
230884,181.4502565,1.97169315,181.4502565,1.97169315,18.023,17.954,0.02271,0.02111,-17.09,3.71,22.37,23.44,25.08,0.3532,169.12,8.78,0.93,0.104,8,0
371170,130.4986216,0.92779175,130.4986216,0.92779175,14.462,14.427,0.04077,0.03977,-21.89,4.8,19.64,20.71,22.35,0.2237,170.85,10.71,0.94,0.175,8,0
36880,211.8418988,-1.09638366,211.8418988,-1.09638366,15.407,15.362,0.05602,0.05509,-21.68,6.29,20.86,21.93,23.57,0.4205,157.73001,10.8,1.19,0.225,8,0
289194,181.2879069,1.84601552,181.2879069,1.84601552,17.672,17.735,0.02159,0.01983,-17.16,5.08,22.91,23.98,25.62,0.2046,111.84,8.99,1.11,0.09,8,0
492351,216.1653466,-1.48989221,216.1653466,-1.48989221,15.977,15.999,0.08393,0.08304,-21.97,5.09,21.81,22.88,24.52,0.0792,1.8899994,10.67,0.92,0.162,3,0
186573,185.0969032,-1.51758991,185.0969032,-1.51758991,17.067,17.066,0.06958,0.06833,-20.51,1.75,19,20.07,21.71,0.7096,135.76999,10.4,1.31,0.099,3,0
7793,179.4011082,0.80510709,179.4011082,0.80510709,16.683,16.686,0.07884,0.07755,-21.18,4.36,20.43,21.5,23.14,0.7228,162.3,10.59,1.22,0.078,3,0
323376,131.5208677,1.50308788,131.5208677,1.50308788,16.65,16.59,0.07112,0.07007,-21.02,4.07,20.3,21.37,23.01,0.7422,157.14001,10.42,1.06,0.156,3,0
543552,211.9610594,-0.95037858,211.9610594,-0.95037858,17.082,17.062,0.05287,0.05194,-19.86,2.58,19.97,21.04,22.68,0.6763,142.55,10.1,1.23,0.195,8,0
63276,215.2985398,-0.37269961,215.2985398,-0.37269961,16.468,16.391,0.05407,0.0532,-20.58,3.97,20.81,21.88,23.52,0.423,164.76001,10.36,1.19,0.15,8,0
537128,184.2067079,-0.92080767,184.2067079,-0.92080767,17.307,17.285,0.0728,0.07154,-20.37,2.05,20.3,21.36,23.01,0.3895,94.939995,10.31,1.27,0.083,3,0
583716,176.2335909,-0.05397312,176.2335909,-0.05397312,18.709,18.676,0.02034,0.01839,-16.11,3.47,22.84,23.91,25.55,0.3809,168.14,8.23,0.69,0.081,8,0
77710,214.3962192,0.1590901,214.3962192,0.1590901,16.341,16.36,0.05525,0.05436,-20.66,3.11,19.43,20.5,22.14,0.7312,120.689995,10.38,1.18,0.133,8,0
618906,217.3594197,0.39756421,217.3594197,0.39756421,16.177,16.189,0.05734,0.0565,-20.93,4.67,19.85,20.92,22.56,0.792,119.19,10.57,1.27,0.143,8,0
273889,185.5538301,1.42761301,185.5538301,1.42761301,15.964,15.995,0.08066,0.07941,-21.95,5.12,20.87,21.94,23.58,0.4688,105.270004,11.08,1.45,0.077,8,0
321059,220.9848823,1.60417529,220.9848823,1.60417529,13.625,13.547,0.007,0.00582,-18.86,6.98,18.76,19.83,21.47,0.6296,61.059998,9.67,1.1,0.148,8,0
49937,223.237041,-0.78546302,223.237041,-0.78546302,16.106,16.077,0.07958,0.07883,-21.81,2.23,19.66,20.73,22.37,0.214,168.29999,10.82,1.21,0.182,3,0
573610,129.2794563,-0.06568042,129.2794563,-0.06568042,17.87,17.875,0.04214,0.04115,-18.48,0.86,19.13,20.2,21.84,0.3814,27.769989,8.91,0.39,0.162,3,0
560119,179.2942784,-0.51552487,179.2942784,-0.51552487,17.155,17.162,0.08465,0.08335,-20.85,1.75,19.65,20.72,22.37,0.4998,102.08,10.44,1.23,0.092,3,0
136302,174.4454821,-1.76901849,174.4454821,-1.76901849,16.607,16.592,0.07903,0.07772,-21.19,5.89,22.51,23.59,25.23,0.2277,38.490005,10.34,0.87,0.093,3,0
177354,176.4675446,-1.8908342,176.4675446,-1.8908342,18.44,18.492,0.02899,0.02774,-22.37,3.06,22.38,23.45,25.09,0.332,114.869995,8.85,1.02,0.068,8,0
386892,134.4288899,2.36160372,134.4288899,2.36160372,15.948,15.75,0.05486,0.0538,-21.3,5.06,20.09,21.17,22.81,0.7088,97.61,10.7,1.23,0.141,8,0
289107,181.0405861,1.82595543,181.0405861,1.82595543,14.91,14.942,0.01929,0.01724,-19.66,9.18,21.29,22.36,24,0.3637,52.809998,9.68,0.74,0.097,8,0
574386,135.6239267,-0.05473327,135.6239267,-0.05473327,17.841,17.845,0.05505,0.05396,-19.14,0.88,19.04,20.11,21.75,0.4405,69,9.53,0.85,0.142,3,0
319525,214.7953474,1.85528998,214.7953474,1.85528998,16.684,16.677,0.06779,0.0669,-20.81,3.03,19.84,20.92,22.56,0.6856,12.380005,10.38,1.13,0.139,3,0
535132,176.5382482,-1.03523095,176.5382482,-1.03523095,16.57,16.587,0.07939,0.07809,-21.3,3.97,20.61,21.68,23.32,0.5668,170.17,10.68,1.28,0.075,3,0
508074,215.8480691,-1.6916802,215.8480691,-1.6916802,16.809,16.823,0.0925,0.0916,-21.38,3.63,20.79,21.86,23.5,0.5875,47.070007,10.52,1.04,0.163,3,0
319586,215.1284003,1.85604153,215.1284003,1.85604153,17.371,17.373,0.08536,0.08446,-20.66,2.46,20.32,21.39,23.03,0.596,111.22,10.35,1.19,0.143,3,1
30347,174.7582423,-1.10850251,174.7582423,-1.10850251,17.376,17.417,0.08076,0.07945,-20.5,2.32,20.01,21.08,22.72,0.6727,175.11,10.38,1.31,0.068,3,0
610474,180.393558,0.34747847,180.393558,0.34747847,15.823,15.82,0.03985,0.03861,-20.43,2.82,19.78,20.85,22.49,0.2424,152.39,10.01,0.79,0.111,8,0
345883,131.5040529,1.92700568,131.5040529,1.92700568,17.744,17.718,0.05226,0.05123,-19.13,3.2,21.54,22.62,24.26,0.4748,110.740005,9.61,0.96,0.254,3,1
371119,130.0565694,0.95604189,130.0565694,0.95604189,16.646,16.665,0.05166,0.05065,-20.18,4.64,21.16,22.24,23.88,0.5849,90.33,9.9,0.79,0.166,3,0
485577,216.4624475,-1.81526368,216.4624475,-1.81526368,16.603,16.61,0.08998,0.08909,-21.53,3.74,21.24,22.31,23.95,0.2059,38.669983,10.64,1.12,0.178,3,0
296798,213.4194735,1.42208352,213.4194735,1.42208352,18.519,18.486,0.02618,0.02528,-16.8,1.26,20.22,21.29,22.93,0.5577,38.08,8.33,0.51,0.148,8,0
62718,213.6743661,-0.28404463,213.6743661,-0.28404463,16.669,16.537,0.0396,0.03871,-19.69,3.19,20.94,22.01,23.65,0.2128,16.729996,9.59,0.64,0.177,8,0
22862,179.3044446,1.18809898,179.3044446,1.18809898,17.955,17.957,0.04242,0.04118,-18.42,4.64,23.02,24.09,25.73,0.2487,50.73999,9.1,0.67,0.057,8,0
40083,179.654727,-0.78778198,179.654727,-0.78778198,17.69,17.669,0.08192,0.08063,-20.28,0.94,18.64,19.71,21.35,0.6036,166.23001,10.41,1.45,0.096,3,1
40278,180.3663447,-0.71836855,180.3663447,-0.71836855,13.843,13.762,0.02235,0.02068,-21.19,20.99,21.98,23.06,24.7,0.158,77.399994,10.44,0.93,0.09,8,0
319157,213.6804124,1.93736016,213.6804124,1.93736016,16.665,16.639,0.05362,0.05273,-20.31,3.04,19.3,20.38,22.02,0.815,157.82999,10.2,1.13,0.178,8,0
48265,216.4433737,-0.83669746,216.4433737,-0.83669746,17.688,17.644,0.0148,0.01331,-16.38,3.61,22.06,23.13,24.77,0.2846,147.12,8.38,0.75,0.183,8,0
215698,134.9434023,0.58295351,134.9434023,0.58295351,17.753,17.807,0.01195,0.01117,-15.75,4.32,21.95,23.03,24.67,0.6098,179.68,8.19,0.81,0.109,8,0
516817,129.3033572,2.26924787,129.3033572,2.26924787,18.424,18.358,0.0405,0.03952,-17.87,1.12,20.18,21.25,22.89,0.4144,144.58,8.76,0.51,0.203,3,0
186476,184.6792733,-1.52203438,184.6792733,-1.52203438,16.589,16.582,0.07063,0.06937,-20.98,3.42,20.98,22.05,23.69,0.1884,65.619995,10.34,0.98,0.099,3,0
319398,214.3547301,1.95501588,214.3547301,1.95501588,17.376,17.342,0.05545,0.05457,-19.69,2.4,20.47,21.54,23.18,0.5529,90.48,9.94,1.1,0.149,3,0
143227,174.8289678,-1.33838523,174.8289678,-1.33838523,15.848,15.824,0.04774,0.04647,-20.87,3.74,19.65,20.72,22.36,0.6244,90.89,10.49,1.2,0.08,8,0
56181,184.8368899,-0.2415394,184.8368899,-0.2415394,16.133,16.144,0.05182,0.05059,-20.74,1.86,19.36,20.43,22.07,0.1231,83.20999,10.32,1.05,0.093,8,0
319150,213.6226243,1.8126302,213.6226243,1.8126302,17.912,17.732,0.02633,0.02544,-17.55,1.9,20.88,21.95,23.59,0.3778,68.200005,8.56,0.4,0.201,8,0
93062,218.8321676,0.47572807,218.8321676,0.47572807,15.055,15.065,0.03034,0.02955,-20.56,3.67,19.39,20.47,22.11,0.3933,72.72,10.12,0.85,0.154,8,0
296599,212.6237432,1.56046303,212.6237432,1.56046303,15.907,15.734,0.02603,0.02511,-19.55,8.79,22.02,23.1,24.74,0.5657,67.62001,9.49,0.57,0.151,8,0
574354,135.4644878,-0.02869526,135.4644878,-0.02869526,19.339,18.26,0.05485,0.05376,-18.76,2.94,22.09,23.17,24.81,0.7141,93.62,10.2,1.83,0.17,8,1
493811,222.518447,-1.17331197,222.518447,-1.17331197,17.884,17.877,0.02818,0.02747,-17.55,2.24,21.5,22.58,24.21,0.1455,143.54,8.76,0.64,0.173,8,0
509516,221.6582707,-1.52525524,221.6582707,-1.52525524,17.165,17.102,0.02077,0.01985,-17.67,3.44,20.57,21.65,23.28,0.6992,144.9,8.74,0.57,0.19,8,0
570073,221.7567733,-0.61708029,221.7567733,-0.61708029,19.335,19.239,0.04234,0.04159,-17.23,2.79,23.32,24.4,26.04,0.3032,53.17,8.67,0.68,0.164,3,0
505828,221.931666,-1.90659958,221.931666,-1.90659958,16.152,16.147,0.0586,0.05783,-20.99,3.48,20.63,21.71,23.35,0.212,30.419998,10.41,1.05,0.217,8,0
376124,132.1218439,1.49718347,132.1218439,1.49718347,18.001,17.991,0.05125,0.05022,-18.84,1.1,20.21,21.29,22.93,0.0789,110.020004,9.62,1.12,0.132,3,1
85984,184.8487905,0.5622024,184.8487905,0.5622024,16.535,16.556,0.08525,0.08398,-21.46,2.65,20.08,21.16,22.8,0.436,81.44,10.47,0.91,0.095,3,0
278657,133.1029451,0.89336446,133.1029451,0.89336446,17.398,16.957,0.06014,0.05908,-20.37,2.18,19.62,20.69,22.33,0.7366,125.28,10.73,1.65,0.141,3,1
230837,181.2329212,1.90085506,181.2329212,1.90085506,17.056,17.106,0.02131,0.0195,-17.76,4.68,21.84,22.92,24.55,0.4072,118.66,9.24,1.12,0.095,8,0
278767,133.7029069,0.8507265,133.7029069,0.8507265,16.081,15.636,0.10835,0.10724,-22.96,10.25,22.17,23.24,24.88,0.3864,3.9400024,11.14,1.04,0.194,4,0
323328,131.402838,1.66952573,131.402838,1.66952573,17.093,17.109,0.05142,0.0504,-19.71,2.75,21.23,22.31,23.95,0.1663,148.15,9.97,1.12,0.166,3,0
622305,132.5515853,0.65682959,132.5515853,0.65682959,15.171,15.074,0.04367,0.04263,-21.4,4.6,20.08,21.15,22.79,0.2965,146.87,10.62,1.09,0.152,8,0
144236,179.3501993,-1.31320951,179.3501993,-1.31320951,17.733,17.706,0.02728,0.02601,-17.66,1.71,20.28,21.35,22.99,0.451,122.26,8.61,0.43,0.087,8,0
534793,175.060721,-0.92709228,175.060721,-0.92709228,19.495,19.516,0.02971,0.02846,-16.04,0.8,20.76,21.84,23.47,0.212,89.22,8.35,0.92,0.085,8,0
380800,130.1360784,1.7242646,130.1360784,1.7242646,17.252,17.253,0.08077,0.07973,-20.66,1.97,19.61,20.69,22.33,0.6717,127.96001,10.32,1.16,0.219,3,0
214258,129.5716317,0.46560939,129.5716317,0.46560939,16.151,15.833,0.07761,0.07658,-22.03,19.9,23.02,24.1,25.74,0.5126,126.95,11.16,1.41,0.156,8,1
623145,137.2937977,0.83701875,137.2937977,0.83701875,18.984,18.982,0.04063,0.03954,-17.31,4.93,23.1,24.18,25.81,0.5852,177.98999,8.83,0.88,0.131,3,3
375793,130.768776,1.33660297,130.768776,1.33660297,16.113,16.021,0.07798,0.07694,-21.78,6.95,22.13,23.2,24.84,0.3035,118.55,10.65,0.97,0.161,3,0
288947,180.8321285,1.67291381,180.8321285,1.67291381,17.102,17.122,0.04881,0.04757,-19.6,2.38,20.86,21.94,23.58,0.0754,88.39,9.95,1.16,0.074,3,0
600595,136.4997204,0.29377253,136.4997204,0.29377253,17.366,17.356,0.02824,0.02722,-18.12,1.94,20.29,21.37,23.01,0.3974,108.91,9.03,0.7,0.14,8,0
230786,181.0545379,1.90016163,181.0545379,1.90016163,15.588,15.565,0.02105,0.01919,-19.27,2.37,19.25,20.33,21.97,0.2025,123.4,9.93,1.24,0.103,8,0
41098,184.2517208,-0.74918074,184.2517208,-0.74918074,16.456,16.469,0.0697,0.06845,-21.12,5.32,20.36,21.44,23.08,0.7907,69.649994,10.68,1.36,0.088,3,0
296725,213.0288782,1.517785,213.0288782,1.517785,16.476,16.476,0.02665,0.02575,-18.87,5,20.8,21.88,23.52,0.6642,56.809998,9.5,0.9,0.179,8,0
319337,214.1761986,1.93276309,214.1761986,1.93276309,17.317,17.267,0.05316,0.05228,-19.65,1.63,19.34,20.42,22.06,0.6322,18.380005,9.92,1.1,0.159,3,0
39131,175.3014407,-0.72517841,175.3008852,-0.72517841,18.891,18.054,0.02898,0.02773,-17.47,29.08,25.15,26.23,27.87,0.6236,42.499992,9.01,0.99,0.07,8,5
37063,216.3392749,-1.04903407,216.3392749,-1.04903407,17.372,17.383,0.05578,0.05492,-19.65,1.18,19.3,20.38,22.01,0.4035,147.61,9.97,1.18,0.191,3,0
70672,180.9202438,0.00884473,180.9202438,0.00884473,17.289,17.355,0.08567,0.08438,-20.7,1.79,20.4,21.48,23.12,0.1349,150.14,10.47,1.32,0.083,3,0
239055,216.3038503,1.51312008,216.3038503,1.51312008,18.791,18.83,0.04151,0.04067,-17.49,1.11,20.59,21.67,23.31,0.3661,17.920013,8.64,0.56,0.113,3,0
217009,140.811666,0.43077604,140.811666,0.43077604,17.603,17.589,0.05773,0.05658,-19.51,0.89,19.18,20.26,21.9,0.1853,46.319992,9.72,0.92,0.115,3,0
69822,176.7551286,0.18389176,176.7551286,0.18389176,15.905,15.899,0.11277,0.11143,-22.82,5.21,21.26,22.34,23.98,0.1522,124.52999,11.2,1.24,0.114,4,0
214331,129.762521,0.61793098,129.762521,0.61793098,17.104,17.092,0.08017,0.07914,-20.84,1.74,18.96,20.04,21.68,0.7328,22.690002,10.58,1.4,0.156,3,0
611303,184.3997094,0.39664424,184.3997094,0.39664424,17.02,16.954,0.09375,0.09247,-21.3,3.5,21.02,22.1,23.74,0.4569,46.809998,10.61,1.22,0.101,3,0
107812,222.7840696,0.88490332,222.7840696,0.88490332,16.343,16.342,0.06424,0.06349,-21.01,4.61,21.23,22.31,23.95,0.3176,159.62,10.44,1.09,0.167,3,0
593885,218.2451463,-0.10316687,218.2451463,-0.10316687,16.988,17.012,0.09383,0.09298,-21.27,2.85,21,22.08,23.72,0.2208,97.42999,10.55,1.15,0.151,3,0
549263,131.0262609,-0.42258392,131.0262609,-0.42258392,16.94,16.923,0.05374,0.05271,-19.98,3.68,21.53,22.61,24.25,0.2472,88.91,9.83,0.82,0.107,3,0
278349,130.4273718,0.81547425,130.4273718,0.81547425,17.117,17.108,0.08037,0.07933,-20.79,2.99,21.07,22.16,23.79,0.3238,72.57999,10.44,1.24,0.173,3,0
537139,184.3207477,-0.87218012,184.3207477,-0.87218012,17.521,17.531,0.0716,0.07034,-20.13,2.01,19.64,20.72,22.36,0.7244,27.570007,10.31,1.4,0.095,3,0
548872,129.4122834,-0.58625457,129.4122834,-0.58625457,17.013,17.001,0.08006,0.07903,-20.92,2.56,19.88,20.97,22.6,0.6698,148.03,10.52,1.29,0.142,3,0
575672,140.9659824,-0.01829345,140.9659824,-0.01829345,16.649,16.673,0.07175,0.07059,-20.97,3.62,20.27,21.36,23,0.6601,130.67,10.51,1.2,0.104,3,0
37036,215.5194724,-1.05433604,215.5194724,-1.05433604,16.436,16.461,0.08391,0.08301,-21.53,4.89,21.22,22.31,23.94,0.4683,89.33,10.63,1.1,0.172,3,0
92818,217.7229651,0.46284661,217.7229651,0.46284661,16.52,16.388,0.0149,0.01347,-17.62,4.91,20.84,21.92,23.56,0.6011,69.96001,8.33,0.09,0.136,8,0
32019,182.970112,-1.21953724,182.970112,-1.21953724,15.79,15.78,0.06448,0.06322,-21.57,3.89,20.37,21.45,23.09,0.2591,169.18,10.81,1.26,0.085,3,0
622429,133.4060103,0.73602372,133.4060103,0.73602372,15.562,15.574,0.04196,0.04092,-20.81,4.36,20.13,21.21,22.85,0.4809,135.55,10.51,1.22,0.174,8,0
84729,179.5576059,0.61506777,179.5576059,0.61506777,19.377,19.454,0.03945,0.03821,-16.7,1.69,22.3,23.38,25.02,0.1723,132.03,9.1,1.6,0.074,8,6
230789,181.0721822,1.91745956,181.0721822,1.91745956,16.682,16.627,0.0227,0.0211,-18.38,1.11,18.56,19.64,21.28,0.3084,156.10999,9.52,1.18,0.103,8,0
622486,133.6071429,0.74439095,133.6071429,0.74439095,16.64,16.327,0.10657,0.10546,-22.28,3.86,20.15,21.23,22.87,0.6654,98.23,11.15,1.45,0.182,4,1
600779,137.3268922,0.40589718,137.3268922,0.40589718,16.155,16.12,0.07047,0.06935,-21.43,5.31,21.55,22.63,24.27,0.3198,170.64,10.49,0.94,0.139,3,0
143463,176.0986909,-1.26697735,176.0986909,-1.26697735,16.288,16.307,0.07914,0.07783,-21.52,3.85,21.04,22.13,23.77,0.2038,45.33,10.52,0.95,0.066,3,0
505316,219.2259131,-1.88200423,219.2259131,-1.88200423,15.684,15.672,0.05515,0.05434,-21.35,3.84,19.86,20.94,22.58,0.5247,94.4,10.63,1.15,0.155,8,0
196057,129.1060382,-0.67481648,129.1060382,-0.67481648,17.741,17.745,0.0534,0.0524,-19.17,1.44,19.97,21.05,22.69,0.4347,43.100006,9.64,0.99,0.168,3,0
618992,217.6793396,0.25287565,217.6793396,0.25287565,16.611,15.159,0.05569,0.05486,-21.91,4.23,19.6,20.68,22.32,0.5722,157.34,10.81,1.07,0.137,8,0
54274,177.4110976,-0.35281979,177.4110976,-0.35281979,16.079,16.091,0.08641,0.0851,-21.99,2.56,19.78,20.86,22.5,0.2658,154.32,10.84,1.15,0.083,3,0
512312,218.4056378,-1.0858171,218.4056378,-1.0858171,17.237,17.146,0.08211,0.08127,-20.82,1.22,19.12,20.2,21.84,0.46,35.98999,10.52,1.34,0.162,3,0
32202,183.9019029,-1.17398194,183.9019029,-1.17398194,16.474,16.471,0.07688,0.07561,-21.34,3.25,19.55,20.64,22.27,0.7421,58.179993,10.76,1.37,0.074,3,0
300615,130.2309439,1.16275772,130.2309439,1.16275772,17.217,17.194,0.08595,0.08491,-20.93,3.08,20.47,21.56,23.2,0.678,147.63,10.65,1.46,0.16,3,0
592123,211.8290203,-0.15725426,211.8290203,-0.15725426,17.361,17.372,0.08403,0.08308,-20.66,3.31,20.76,21.85,23.49,0.6717,118.33,10.32,1.16,0.146,3,0
422289,130.277278,2.57668398,130.277278,2.57668398,17.151,17.069,0.03275,0.03176,-18.75,2.77,20.21,21.3,22.94,0.6526,108.33,9.56,1.05,0.114,8,0
32133,183.4739919,-1.23142922,183.4739919,-1.23142922,16.091,16.104,0.08324,0.08196,-21.84,3.97,21.09,22.18,23.82,0.0534,138.16,10.6,0.89,0.076,3,0
319128,213.6173228,1.80249787,213.6173228,1.80249787,17.829,16.976,0.05517,0.05427,-20.04,1.39,19.8,20.89,22.52,0.5898,19.98999,10,0.9,0.203,8,1
93834,222.5794001,0.42005553,222.5794001,0.42005553,18.202,18.191,0.03543,0.0347,-17.8,1.26,20.34,21.43,23.07,0.3327,40.22,8.74,0.51,0.163,3,0
210669,139.2248773,0.06286413,139.2248773,0.06286413,17.165,17.187,0.08902,0.08786,-20.95,1.94,20.56,21.64,23.28,0.0529,68.64,10.4,1.13,0.104,3,0
397213,177.2799382,1.49756474,177.2799382,1.49756474,17.558,16.23,0.1091,0.10777,-22.42,4.91,20.6,21.69,23.32,0.678,146.94,11.15,1.39,0.084,4,0
240312,221.9145245,1.4483021,221.9145245,1.4483021,16.659,16.627,0.10488,0.10409,-21.94,3.39,20.5,21.59,23.22,0.5351,129.05,10.9,1.29,0.184,4,0
511535,214.6985427,-1.18198038,214.6985427,-1.18198038,16.2,16.238,0.08318,0.08227,-21.76,3.13,20.69,21.78,23.42,0.0605,62.70999,10.91,1.36,0.198,8,0
618943,217.4517505,0.41952875,217.4517505,0.41952875,18.375,18.075,0.05813,0.05729,-19.06,1.31,20.86,21.95,23.59,0.1507,68.57001,9.74,1.17,0.141,3,0
550086,134.0780182,-0.44149562,134.0780182,-0.44149562,14.394,14.414,0.0135,0.01275,-19.42,5.97,19.52,20.6,22.24,0.5341,132.7,9.76,0.93,0.133,8,0
509597,222.0273113,-1.4777379,222.0273113,-1.4777379,19.311,19.307,0.05086,0.0501,-17.48,1.35,20.58,21.67,23.31,0.7353,34.649994,9.46,1.76,0.191,3,6
287834,175.2940539,1.66427033,175.2940539,1.66427033,17.046,17.047,0.07782,0.07652,-20.8,3.04,20.23,21.32,22.96,0.6655,155.56,10.51,1.32,0.082,3,0
319197,213.7551082,1.77583006,213.7551082,1.77583006,16.414,16.409,0.05608,0.05519,-20.65,2.85,19.81,20.9,22.54,0.573,58.820007,10.38,1.2,0.176,8,0
136638,175.8516656,-1.70054166,175.8516656,-1.70054166,17.581,17.566,0.04691,0.04564,-19.04,2.36,20.81,21.9,23.54,0.4808,151.70001,9.66,1.07,0.069,3,0
319140,213.5608919,1.87567366,213.5608919,1.87567366,17.619,17.623,0.05402,0.05313,-19.32,1,19.31,20.4,22.03,0.3328,25.020004,9.73,1.03,0.201,3,0
622694,134.6191683,0.63711334,134.6191683,0.63711334,15.118,15.094,0.05343,0.05236,-21.84,4.73,20.3,21.39,23.02,0.2182,34.660004,10.74,1.02,0.129,8,0
378060,140.3895004,1.58461783,140.3895004,1.58461783,18.742,16.759,0.01749,0.01654,-17.61,8.42,23.29,24.38,26.02,0.3373,16.020004,8.7,0.53,0.115,8,0
463264,212.3346292,-1.26706084,212.3346292,-1.26706084,16.53,16.545,0.04224,0.04133,-19.84,4.24,20.71,21.8,23.43,0.6141,83.97998,9.81,0.84,0.196,8,0
69740,176.3595591,0.00402301,176.3595591,0.00402301,14.811,14.807,0.01554,0.01321,-19.32,5.51,19.57,20.66,22.3,0.58,35.51001,9.59,0.78,0.087,8,0
55100,180.5351958,-0.2369172,180.5351958,-0.2369172,17.088,17.124,0.09367,0.09237,-21.14,2.15,20.49,21.58,23.22,0.2096,173.34,10.65,1.35,0.095,3,0
486321,219.5829506,-1.81238654,219.5829506,-1.81238654,16.03,16.038,0.10636,0.10552,-22.53,6.24,21.53,22.62,24.25,0.3174,64.66,11.08,1.21,0.168,4,0
545740,220.9268113,-0.99933367,220.9268113,-0.99933367,17.383,17.381,0.04522,0.04445,-19.15,1.97,20.26,21.36,22.99,0.4426,36.799988,9.69,1.05,0.157,3,0
551064,138.6995027,-0.59500672,138.6995027,-0.59500672,17.091,17.023,0.05565,0.05453,-19.99,7.28,22.55,23.64,25.28,0.4164,2.699997,9.73,0.67,0.124,3,0
91959,214.3432072,0.47268116,214.3432072,0.47268116,16.924,16.896,0.05127,0.05039,-19.97,2.49,19.99,21.08,22.71,0.5855,132.69,10.12,1.19,0.134,8,0
106047,214.5697014,0.98625433,214.5697014,0.98625433,16.635,16.649,0.05424,0.05336,-20.33,2.03,19.55,20.64,22.28,0.4688,30.179993,10.14,1.04,0.151,8,0
91963,214.3665264,0.48277548,214.3665264,0.48277548,14.643,14.579,0.05087,0.04999,-22.26,7.36,20.68,21.78,23.41,0.2234,127.72,11.04,1.19,0.134,8,0
422608,131.7153279,2.76365297,131.7153279,2.76365297,17.02,17.02,0.0774,0.07635,-20.8,3.08,20.83,21.93,23.56,0.448,61.679993,10.44,1.2,0.127,3,1
522068,132.3370481,2.95480021,132.3370481,2.95480021,19.131,17.032,0.06197,0.06093,-20.27,0.51,19.4,20.49,22.13,0.2469,72.39,10.68,1.65,0.117,3,1
514024,214.0565562,-1.33252288,214.0565562,-1.33252288,16.21,16.209,0.07831,0.07739,-21.64,4.91,20.49,21.58,23.22,0.6636,98.51,10.75,1.2,0.161,3,0
70801,181.5218348,0.05888652,181.5218348,0.05888652,16.741,16.751,0.07939,0.07811,-21.16,2.63,20.09,21.19,22.82,0.4889,45.83,10.69,1.34,0.082,3,1
543566,211.9606267,-0.87624591,211.9606267,-0.87624591,18.9,18.822,0.05758,0.05665,-18.28,1.21,20.88,21.97,23.6,0.3635,83.649994,9.42,1.15,0.186,3,0
64171,218.4881926,-0.30117846,218.4881926,-0.30117846,16.046,15.968,0.03052,0.02972,-19.65,6.44,21.71,22.8,24.44,0.3406,179.91,9.44,0.47,0.151,8,0
493857,222.8099826,-1.33024857,222.8099826,-1.33024857,17.886,17.712,0.09417,0.0934,-20.61,1.51,19.76,20.86,22.49,0.6291,166.61002,10.5,1.39,0.176,3,1
618915,217.4040321,0.36867708,217.4040321,0.36867708,17.734,17.696,0.0575,0.05666,-19.42,1.87,21.09,22.19,23.82,0.1241,1.3500061,9.88,1.18,0.145,3,0
31499,180.0174521,-1.10790555,180.0174521,-1.10790555,16.69,16.69,0.07561,0.07432,-21.08,5.78,21,22.1,23.73,0.7357,67.44,10.71,1.41,0.099,3,0
417580,132.1067393,2.28780776,132.1067393,2.28780776,16.788,16.77,0.04062,0.0396,-19.54,3.07,20.96,22.06,23.69,0.1997,125.92,9.93,1.15,0.12,8,0
593119,215.5554189,-0.17604189,215.5554189,-0.17604189,17.888,17.843,0.02996,0.02911,-17.77,2.92,21.17,22.27,23.9,0.613,137.14,8.86,0.68,0.128,8,0
381802,134.0095,1.8834689,134.0095,1.8834689,17.664,17.674,0.01861,0.01796,-16.86,1.98,20.88,21.98,23.61,0.2538,0.23001099,8.58,0.76,0.14,8,0
509466,221.516598,-1.5342915,221.516598,-1.5342915,17.328,17.333,0.08482,0.08403,-20.71,0.9,18.65,19.75,21.39,0.3946,133.26,10.39,1.24,0.19,3,0
220394,181.4194258,1.59349099,181.4194258,1.59349099,14.501,14.476,0.0222,0.02053,-20.47,5.56,20.01,21.11,22.74,0.1226,87.630005,10.3,1.11,0.074,8,0
216184,137.1743202,0.48469129,137.1743202,0.48469129,13.981,13.888,0.01959,0.01879,-20.8,5.24,19.49,20.58,22.22,0.0813,36.880005,10.51,1.19,0.14,8,0
16519,219.1420638,0.64258119,219.1420638,0.64258119,18.283,18.283,0.05791,0.0571,-18.81,1.54,19.95,21.05,22.68,0.716,160.75,9.56,1.08,0.158,3,0
560883,182.1842562,-0.54084211,182.1842562,-0.54084211,14.775,14.711,0.06392,0.06266,-22.65,7.02,20.83,21.93,23.56,0.1439,145.05,11.21,1.24,0.079,8,0
288374,178.2505876,1.67337094,178.2505876,1.67337094,17.62,17.623,0.05978,0.05851,-19.57,0.88,18.53,19.63,21.26,0.5325,32.11,9.94,1.18,0.072,3,0
550771,137.3696675,-0.43406654,137.3696675,-0.43406654,19.116,16.64,0.06543,0.06431,-21,4.09,23.1,24.2,25.83,0.5595,7.699997,11.04,1.4,0.119,8,1
381304,131.9988889,1.77256031,131.9988889,1.77256031,15.436,15.418,0.06774,0.06669,-22.06,7.27,20.79,21.88,23.52,0.5765,92.39,10.77,0.98,0.14,3,0
